baseline,dataset,model,sensitive_attribute,include_sensitive_model,total_checks,flip_count,flip_rate,runtime_sec,accuracy,f1,train_time_sec,test_size
counterfactual_augmentation,german_credit,tree,sex,True,300,0,0.0,4.124208211898804,0.6966666666666667,0.7955056179775281,0.033772945404052734,300
counterfactual_augmentation,german_credit,logreg,sex,True,300,7,0.023333333333333334,3.7933592796325684,0.74,0.8211009174311927,0.056906938552856445,300
counterfactual_augmentation,german_credit,rulelist,sex,True,300,0,0.0,3.6385982036590576,0.7133333333333334,0.8193277310924371,0.02852606773376465,300
