dataset,model,include_sensitive,sensitive_attribute,accuracy,f1,dp_gap,dp_rates,train_time_sec
german_credit,tree,True,sex,0.6966666666666667,0.7955056179775281,0.01225490196078427,"{'female': 0.7916666666666666, 'male': 0.7794117647058824}",0.028690814971923828
german_credit,tree,False,sex,0.6966666666666667,0.7955056179775281,,{},0.022919893264770508
german_credit,logreg,True,sex,0.74,0.8211009174311927,0.1121323529411764,"{'female': 0.6770833333333334, 'male': 0.7892156862745098}",0.049951791763305664
german_credit,logreg,False,sex,0.74,0.8211009174311927,,{},0.04109787940979004
german_credit,rulelist,True,sex,0.7133333333333334,0.8193277310924371,0.05943627450980393,"{'female': 0.9270833333333334, 'male': 0.8676470588235294}",0.023391008377075195
german_credit,rulelist,False,sex,0.7133333333333334,0.8193277310924371,,{},0.022577762603759766
